Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts
2024-11-24 00:00:00,44,41,34,97,38,80,6,7
2024-11-24 01:00:00,43,40,34,100,38,81,6,7
2024-11-24 02:00:00,43,40,34,100,38,82,6,7
2024-11-24 03:00:00,43,39,37,100,38,82,7,8
2024-11-24 04:00:00,43,39,43,100,38,84,7,8
2024-11-24 05:00:00,42,39,47,99,38,85,7,8
2024-11-24 06:00:00,42,35,51,99,38,87,7,8
2024-11-24 07:00:00,41,35,68,100,38,89,7,8
2024-11-24 08:00:00,42,38,49,100,39,88,7,8
2024-11-24 09:00:00,43,36,68,100,39,86,7,8
2024-11-24 10:00:00,43,37,75,100,39,85,7,9
2024-11-24 11:00:00,44,38,75,99,39,83,7,9
2024-11-24 12:00:00,45,39,75,99,40,82,7,9
2024-11-24 13:00:00,46,39,68,100,40,81,7,9
2024-11-24 14:00:00,47,44,49,100,40,77,7,8
2024-11-24 15:00:00,46,40,68,99,40,81,6,7
2024-11-24 16:00:00,46,40,75,100,40,82,6,7
2024-11-24 17:00:00,45,40,75,100,40,83,6,7
2024-11-24 18:00:00,45,39,75,100,40,83,7,8
2024-11-24 19:00:00,45,42,25,100,40,84,6,7
2024-11-24 20:00:00,45,42,20,99,40,84,6,7
2024-11-24 21:00:00,44,41,20,99,40,83,7,8
2024-11-24 22:00:00,44,41,20,100,40,84,7,8
2024-11-24 23:00:00,44,41,20,100,40,85,6,7
2024-11-25 00:00:00,44,42,15,100,40,85,6,7
2024-11-25 01:00:00,44,42,5,100,40,85,6,8
2024-11-25 02:00:00,44,42,5,99,40,86,6,7
2024-11-25 03:00:00,43,41,6,98,40,86,6,7
2024-11-25 04:00:00,43,40,7,98,40,87,6,7
2024-11-25 05:00:00,43,40,7,98,39,87,6,7
2024-11-25 06:00:00,43,40,10,98,39,86,6,7
2024-11-25 07:00:00,42,40,20,94,39,88,6,7
2024-11-25 08:00:00,43,41,20,94,39,87,6,7
2024-11-25 09:00:00,43,42,25,94,40,87,5,6
2024-11-25 10:00:00,45,41,51,94,40,85,5,6
2024-11-25 11:00:00,46,46,47,94,41,81,5,6
2024-11-25 12:00:00,47,47,43,94,41,78,5,6
2024-11-25 13:00:00,48,48,43,94,41,77,5,6
2024-11-25 14:00:00,49,48,47,94,41,75,5,6
2024-11-25 15:00:00,48,44,51,94,42,79,5,6
2024-11-25 16:00:00,47,46,40,94,42,82,5,6
2024-11-25 17:00:00,46,45,34,94,42,84,5,6
2024-11-25 18:00:00,45,44,29,94,41,87,5,8
2024-11-25 19:00:00,44,44,20,70,41,89,5,10
2024-11-25 20:00:00,44,44,20,70,41,90,4,8
2024-11-25 21:00:00,44,44,20,70,41,91,4,5
2024-11-25 22:00:00,43,44,20,70,41,91,4,5
2024-11-25 23:00:00,43,43,20,70,41,93,4,5

