Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point
2024-11-25 00:00:00,55,0,55,79,6,49
2024-11-25 01:00:00,53,0,53,83,8,48
2024-11-25 02:00:00,51,0,51,85,9,46
2024-11-25 03:00:00,49,0,44,87,11,45
2024-11-25 04:00:00,47,0,41,89,13,44
2024-11-25 05:00:00,45,0,39,88,15,42
2024-11-25 06:00:00,44,0,36,88,18,40
2024-11-25 07:00:00,43,0,35,85,18,39
2024-11-25 08:00:00,44,0,36,78,19,38
2024-11-25 09:00:00,46,0,39,70,19,37
2024-11-25 10:00:00,48,0,42,63,19,36
2024-11-25 11:00:00,49,0,42,60,19,36
2024-11-25 12:00:00,49,0,43,58,19,35
2024-11-25 13:00:00,49,0,43,58,18,35
2024-11-25 14:00:00,49,0,43,56,17,35
2024-11-25 15:00:00,49,0,44,55,16,34
2024-11-25 16:00:00,49,0,43,54,15,33
2024-11-25 17:00:00,47,0,42,55,13,32
2024-11-25 18:00:00,46,0,40,57,11,31
2024-11-25 19:00:00,44,0,38,58,11,30
2024-11-25 20:00:00,42,0,36,59,10,29
2024-11-25 21:00:00,41,0,35,60,9,28
2024-11-25 22:00:00,40,0,34,61,9,27
2024-11-25 23:00:00,38,0,33,63,8,27
2024-11-26 00:00:00,37,0,31,64,7,26
2024-11-26 01:00:00,36,0,30,67,6,26
2024-11-26 02:00:00,35,0,29,70,6,26
2024-11-26 03:00:00,33,0,28,72,5,26
2024-11-26 04:00:00,33,0,28,74,5,25
2024-11-26 05:00:00,33,0,28,74,4,25
2024-11-26 06:00:00,33,0,29,74,4,25
2024-11-26 07:00:00,33,0,30,72,3,26
2024-11-26 08:00:00,37,0,34,65,3,26
2024-11-26 09:00:00,41,0,38,56,4,26
2024-11-26 10:00:00,45,0,43,48,5,27
2024-11-26 11:00:00,48,0,45,45,6,28
2024-11-26 12:00:00,50,0,50,42,7,28
2024-11-26 13:00:00,52,0,52,40,9,29
2024-11-26 14:00:00,54,0,54,39,11,30
2024-11-26 15:00:00,55,0,55,40,12,31
2024-11-26 16:00:00,54,0,54,42,12,32
2024-11-26 17:00:00,52,0,52,47,11,33
2024-11-26 18:00:00,50,0,50,52,10,33
2024-11-26 19:00:00,49,0,44,57,10,34
2024-11-26 20:00:00,47,0,43,60,11,34
2024-11-26 21:00:00,47,0,42,63,11,35
2024-11-26 22:00:00,46,0,41,65,12,35
2024-11-26 23:00:00,46,0,40,67,12,36
