Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point
2024-11-28 00:00:00,66,0,66,100,4,66
2024-11-28 01:00:00,66,0,66,100,4,66
2024-11-28 02:00:00,66,0,66,100,3,66
2024-11-28 03:00:00,65,0,65,100,3,65
2024-11-28 04:00:00,65,0,65,100,3,65
2024-11-28 05:00:00,64,0,64,100,2,64
2024-11-28 06:00:00,64,0,64,100,2,64
2024-11-28 07:00:00,67,0,67,100,3,67
2024-11-28 08:00:00,71,0,71,91,2,68
2024-11-28 09:00:00,76,0,76,82,3,70
2024-11-28 10:00:00,79,5,79,77,3,71
2024-11-28 11:00:00,81,5,85,75,3,72
2024-11-28 12:00:00,81,0,85,75,3,72
2024-11-28 13:00:00,81,0,85,74,3,72
2024-11-28 14:00:00,81,0,85,73,2,71
2024-11-28 15:00:00,80,0,84,72,2,70
2024-11-28 16:00:00,79,0,79,73,2,70
2024-11-28 17:00:00,77,0,77,75,3,69
2024-11-28 18:00:00,75,0,75,80,3,68
2024-11-28 19:00:00,73,0,73,83,4,68
2024-11-28 20:00:00,72,0,72,85,3,67
2024-11-28 21:00:00,71,0,71,86,3,67
2024-11-28 22:00:00,70,0,70,88,3,66
2024-11-28 23:00:00,69,0,69,89,2,65
2024-11-29 00:00:00,68,0,68,91,2,65
2024-11-29 01:00:00,67,0,67,93,2,65
2024-11-29 02:00:00,66,0,66,95,3,65
2024-11-29 03:00:00,65,0,65,97,3,64
2024-11-29 04:00:00,64,0,64,100,3,64
2024-11-29 05:00:00,64,0,64,100,4,64
2024-11-29 06:00:00,63,0,63,100,4,63
2024-11-29 07:00:00,65,0,65,100,4,65
2024-11-29 08:00:00,69,0,69,90,4,66
2024-11-29 09:00:00,74,0,74,79,4,67
2024-11-29 10:00:00,78,0,78,72,3,68
2024-11-29 11:00:00,81,0,84,67,3,69
2024-11-29 12:00:00,82,0,86,65,3,69
2024-11-29 13:00:00,83,0,87,62,3,69
2024-11-29 14:00:00,83,0,87,61,3,68
2024-11-29 15:00:00,83,0,86,60,3,67
2024-11-29 16:00:00,81,0,84,61,3,67
2024-11-29 17:00:00,79,0,79,65,4,66
2024-11-29 18:00:00,76,0,76,69,4,65
2024-11-29 19:00:00,74,0,74,74,4,65
2024-11-29 20:00:00,73,0,73,78,5,65
2024-11-29 21:00:00,72,0,72,81,6,66
2024-11-29 22:00:00,71,0,71,85,6,66
2024-11-29 23:00:00,69,0,69,89,7,66
