Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure
2024-11-28 00:00:00,40,33,2.0,0.0,66,31,69,14,30.14
2024-11-28 01:00:00,39,31,2.0,0.0,75,29,67,14,30.15
2024-11-28 02:00:00,38,30,1.0,0.0,73,28,67,14,30.16
2024-11-28 03:00:00,38,30,1.0,0.0,79,27,65,13,30.19
2024-11-28 04:00:00,37,29,1.0,0.0,81,26,64,12,30.2
2024-11-28 05:00:00,36,28,1.0,0.0,78,25,63,12,30.22
2024-11-28 06:00:00,35,27,1.0,0.0,75,24,65,11,30.25
2024-11-28 07:00:00,34,26,1.0,0.0,67,24,66,10,30.28
2024-11-28 08:00:00,34,26,1.0,0.0,40,23,65,11,30.3
2024-11-28 09:00:00,36,28,0.0,0.0,45,24,61,12,30.32
2024-11-28 10:00:00,38,29,0.0,0.0,30,23,55,14,30.33
2024-11-28 11:00:00,40,32,0.0,0.0,27,23,51,13,30.32
2024-11-28 12:00:00,42,35,0.0,0.0,7,23,45,12,30.3
2024-11-28 13:00:00,44,38,0.0,0.0,5,22,42,12,30.27
2024-11-28 14:00:00,46,40,0.0,0.0,4,22,39,12,30.26
2024-11-28 15:00:00,47,42,0.0,0.0,0,21,36,11,30.25
2024-11-28 16:00:00,46,42,0.0,0.0,0,21,37,9,30.25
2024-11-28 17:00:00,44,40,0.0,0.0,0,22,41,7,30.27
2024-11-28 18:00:00,40,37,0.0,0.0,0,23,49,5,30.28
2024-11-28 19:00:00,39,35,0.0,0.0,0,24,55,4,30.31
2024-11-28 20:00:00,37,33,1.0,0.0,0,24,60,4,30.32
2024-11-28 21:00:00,35,31,2.0,0.0,0,25,67,4,30.34
2024-11-28 22:00:00,33,33,2.0,0.0,0,25,72,3,30.35
2024-11-28 23:00:00,32,32,3.0,0.0,0,25,74,2,30.36
2024-11-29 00:00:00,32,29,3.0,0.0,0,25,77,3,30.37
2024-11-29 01:00:00,30,30,4.0,0.0,4,25,81,3,30.37
2024-11-29 02:00:00,29,29,4.0,0.0,1,25,84,2,30.38
2024-11-29 03:00:00,29,29,4.0,0.0,1,25,84,3,30.39
2024-11-29 04:00:00,29,29,5.0,0.0,0,24,84,2,30.39
2024-11-29 05:00:00,29,29,5.0,0.0,2,24,83,3,30.4
2024-11-29 06:00:00,28,28,5.0,0.0,0,24,86,2,30.42
2024-11-29 07:00:00,28,28,5.0,0.0,3,24,87,2,30.43
2024-11-29 08:00:00,29,29,4.0,0.0,0,25,84,2,30.44
2024-11-29 09:00:00,35,32,2.0,0.0,0,26,69,4,30.45
2024-11-29 10:00:00,39,34,0.0,0.0,0,25,57,6,30.45
2024-11-29 11:00:00,42,38,0.0,0.0,0,24,50,6,30.43
2024-11-29 12:00:00,44,41,0.0,0.0,0,23,43,6,30.4
2024-11-29 13:00:00,47,43,0.0,0.0,0,23,39,7,30.37
2024-11-29 14:00:00,48,45,0.0,0.0,0,23,36,8,30.34
2024-11-29 15:00:00,50,47,0.0,0.0,1,22,34,7,30.31
2024-11-29 16:00:00,50,47,0.0,0.0,2,22,34,7,30.3
2024-11-29 17:00:00,47,44,0.0,0.0,2,23,38,7,30.29
2024-11-29 18:00:00,44,41,0.0,0.0,11,23,44,5,30.29
2024-11-29 19:00:00,42,38,0.0,0.0,33,24,48,6,30.3
2024-11-29 20:00:00,40,36,0.0,0.0,35,25,54,6,30.29
2024-11-29 21:00:00,39,34,0.0,0.0,32,25,56,7,30.29
2024-11-29 22:00:00,38,33,0.0,0.0,33,25,58,7,30.29
2024-11-29 23:00:00,38,32,1.0,0.0,29,25,59,7,30.28
