Hour,Temperature,Precip_Chance
2024-11-27 0:00:00,70,0
2024-11-27 1:00:00,70,0
2024-11-27 2:00:00,69,0
2024-11-27 3:00:00,69,0
2024-11-27 4:00:00,68,0
2024-11-27 5:00:00,67,0
2024-11-27 6:00:00,66,0
2024-11-27 7:00:00,67,0
2024-11-27 8:00:00,69,0
2024-11-27 9:00:00,74,0
2024-11-27 10:00:00,77,0
2024-11-27 11:00:00,79,0
2024-11-27 12:00:00,80,0
2024-11-27 13:00:00,81,0
2024-11-27 14:00:00,81,0
2024-11-27 15:00:00,80,0
2024-11-27 16:00:00,79,0
2024-11-27 17:00:00,77,0
2024-11-27 18:00:00,75,0
2024-11-27 19:00:00,74,0
2024-11-27 20:00:00,73,0
2024-11-27 21:00:00,72,0
2024-11-27 22:00:00,72,0
2024-11-27 23:00:00,71,0
2024-11-28 0:00:00,71,0
2024-11-28 1:00:00,71,0
2024-11-28 2:00:00,71,0
2024-11-28 3:00:00,70,0
2024-11-28 4:00:00,69,0
2024-11-28 5:00:00,69,0
2024-11-28 6:00:00,68,0
2024-11-28 7:00:00,69,0
2024-11-28 8:00:00,70,0
2024-11-28 9:00:00,74,0
2024-11-28 10:00:00,78,0
2024-11-28 11:00:00,80,0
2024-11-28 12:00:00,82,0
2024-11-28 13:00:00,82,0
2024-11-28 14:00:00,82,0
2024-11-28 15:00:00,82,0
2024-11-28 16:00:00,81,0
2024-11-28 17:00:00,79,0
2024-11-28 18:00:00,77,0
2024-11-28 19:00:00,76,0
2024-11-28 20:00:00,75,0
2024-11-28 21:00:00,74,0
2024-11-28 22:00:00,73,0
2024-11-28 23:00:00,72,0
